Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
49,No,Travel_Rarely,470,Research & Development,20 years ,4,Medical,170,High,Female,96,High,Junior Level,Manufacturing Director,Low,Married,6567,1,No,14,Stanadard,High,80,0,16 years ,Good,15,11,5,11
43,No,Travel_Frequently,957,Research & Development,28 years ,3,Medical,171,Medium,Female,72,Very High,Entry Level,Research Scientist,High,Single,4739,4,No,12,Stanadard,Very High,80,0,18 years ,Better,3,2,1,2
50,No,Travel_Frequently,809,Sales,12 years ,3,Marketing,174,High,Female,77,High,Senior Level,Sales Executive,Very High,Single,9208,4,No,11,Stanadard,Very High,80,0,16 years ,Better,2,2,2,1
31,Yes,Travel_Rarely,542,Sales,20 years ,3,Life Sciences,175,Medium,Female,71,Low,Junior Level,Sales Executive,High,Married,4559,3,Yes,11,Stanadard,High,80,1,4 years ,Better,2,2,2,2
41,No,Travel_Rarely,802,Sales,9 years ,1,Life Sciences,176,High,Male,96,High,Senior Level,Sales Executive,High,Divorced,8189,3,Yes,13,Stanadard,High,80,1,12 years ,Better,9,7,0,7
26,No,Travel_Rarely,1355,Human Resources,25 years ,1,Life Sciences,177,High,Female,61,High,Entry Level,Human Resources,High,Married,2942,1,No,23,High,Very High,80,1,8 years ,Better,8,7,5,7
36,No,Travel_Rarely,216,Research & Development,6 years ,2,Medical,178,Medium,Male,84,High,Junior Level,Manufacturing Director,Medium,Divorced,4941,6,No,20,High,Very High,80,2,7 years ,Better,3,2,0,1
51,Yes,Travel_Frequently,1150,Research & Development,8 years ,4,Life Sciences,179,Low,Male,53,Low,Senior Level,Manufacturing Director,Very High,Single,10650,2,No,15,Stanadard,Very High,80,0,18 years ,Better,4,2,0,3
39,No,Travel_Rarely,1329,Sales,4 years ,4,Life Sciences,182,Very High,Female,47,Medium,Junior Level,Sales Executive,High,Married,5902,4,No,14,Stanadard,High,80,1,17 years ,Best,15,11,5,9
25,No,Travel_Rarely,959,Sales,28 years ,3,Life Sciences,183,Low,Male,41,Medium,Junior Level,Sales Executive,High,Married,8639,2,No,18,Stanadard,Very High,80,0,6 years ,Better,2,2,2,2
30,No,Travel_Rarely,1240,Human Resources,9 years ,3,Human Resources,184,High,Male,48,High,Junior Level,Human Resources,Very High,Married,6347,0,Yes,19,Stanadard,Very High,80,0,12 years ,Bad,11,9,4,7
32,Yes,Travel_Rarely,1033,Research & Development,9 years ,3,Medical,190,Low,Female,41,High,Entry Level,Laboratory Technician,Low,Single,4200,7,No,22,High,Low,80,0,10 years ,Best,5,4,0,4
45,No,Travel_Rarely,1316,Research & Development,29 years ,3,Medical,192,High,Male,83,High,Entry Level,Research Scientist,Very High,Single,3452,5,No,13,Stanadard,Medium,80,0,9 years ,Good,6,5,0,3
38,No,Travel_Rarely,364,Research & Development,3 years ,5,Technical Degree,193,Very High,Female,32,High,Junior Level,Research Scientist,High,Single,4317,3,Yes,20,High,Medium,80,0,19 years ,Better,3,2,2,2
30,No,Travel_Rarely,438,Research & Development,18 years ,3,Life Sciences,194,Low,Female,75,High,Entry Level,Research Scientist,High,Single,2632,1,No,14,Stanadard,High,80,0,5 years ,Good,5,4,0,4
32,No,Travel_Frequently,689,Sales,9 years ,2,Medical,195,Very High,Male,35,Low,Junior Level,Sales Executive,Very High,Divorced,4668,0,No,17,Stanadard,Very High,80,3,9 years ,Best,8,7,0,7
30,No,Travel_Rarely,201,Research & Development,5 years ,3,Technical Degree,197,Very High,Female,84,High,Entry Level,Research Scientist,Low,Divorced,3204,5,No,14,Stanadard,Very High,80,1,8 years ,Better,3,2,2,2
30,No,Travel_Rarely,1427,Research & Development,2 years ,1,Medical,198,Medium,Male,35,Medium,Entry Level,Laboratory Technician,Very High,Single,2720,0,No,13,Stanadard,Very High,80,0,6 years ,Better,5,3,1,2
41,No,Travel_Frequently,857,Research & Development,10 years ,3,Life Sciences,199,Very High,Male,91,Medium,Lead Level,Manager,Low,Divorced,17181,4,No,13,Stanadard,Medium,80,1,21 years ,Good,7,6,7,7
41,No,Travel_Rarely,933,Research & Development,9 years ,4,Life Sciences,200,High,Male,94,High,Entry Level,Laboratory Technician,Low,Married,2238,2,No,21,High,Very High,80,1,7 years ,Better,5,0,1,4
19,No,Travel_Rarely,1181,Research & Development,3 years ,1,Medical,201,Medium,Female,79,High,Entry Level,Laboratory Technician,Medium,Single,1483,1,No,14,Stanadard,Very High,80,0,1 years ,Better,1,0,0,0
40,No,Travel_Frequently,1395,Research & Development,26 years ,3,Medical,202,Medium,Female,54,High,Junior Level,Research Scientist,Medium,Divorced,5605,1,No,11,Stanadard,Low,80,1,20 years ,Better,20,7,2,13
35,No,Travel_Rarely,662,Sales,1 years ,5,Marketing,204,High,Male,94,High,Senior Level,Sales Executive,Medium,Married,7295,1,No,13,Stanadard,Low,80,2,10 years ,Better,10,8,0,6
53,No,Travel_Rarely,1436,Sales,6 years ,2,Marketing,205,Medium,Male,34,High,Junior Level,Sales Representative,High,Married,2306,2,Yes,20,High,Very High,80,1,13 years ,Bad,7,7,4,5
45,No,Travel_Rarely,194,Research & Development,9 years ,3,Life Sciences,206,Medium,Male,60,High,Junior Level,Laboratory Technician,Medium,Divorced,2348,8,No,18,Stanadard,High,80,1,20 years ,Bad,17,9,0,15
32,No,Travel_Frequently,967,Sales,8 years ,3,Marketing,207,Medium,Female,43,High,Senior Level,Sales Executive,Very High,Single,8998,1,No,14,Stanadard,Very High,80,0,9 years ,Better,9,8,3,7
29,No,Non-Travel,1496,Research & Development,1 years ,1,Technical Degree,208,Very High,Male,41,High,Junior Level,Manufacturing Director,High,Married,4319,1,No,13,Stanadard,Low,80,1,10 years ,Better,10,7,0,9
51,No,Travel_Rarely,1169,Research & Development,7 years ,4,Medical,211,Medium,Male,34,Medium,Junior Level,Manufacturing Director,High,Married,6132,2,No,17,Stanadard,High,80,0,10 years ,Better,1,0,0,0
58,No,Travel_Rarely,1145,Research & Development,9 years ,3,Medical,214,Medium,Female,75,Medium,Entry Level,Research Scientist,Medium,Married,3346,4,Yes,20,High,Medium,80,1,9 years ,Good,1,0,0,0
40,No,Travel_Rarely,630,Sales,4 years ,4,Marketing,215,High,Male,67,Medium,Senior Level,Sales Executive,Very High,Married,10855,7,No,11,Stanadard,Low,80,1,15 years ,Good,12,11,2,11
34,No,Travel_Frequently,303,Sales,2 years ,4,Marketing,216,High,Female,75,High,Entry Level,Sales Representative,High,Married,2231,6,No,18,Stanadard,Very High,80,1,6 years ,Better,4,3,1,2
22,No,Travel_Rarely,1256,Research & Development,19 years ,1,Medical,217,High,Male,80,High,Entry Level,Research Scientist,Very High,Married,2323,1,No,24,High,Low,80,2,2 years ,Better,2,2,2,2
27,No,Non-Travel,691,Research & Development,9 years ,3,Medical,218,Very High,Male,57,High,Entry Level,Research Scientist,Medium,Divorced,2024,6,No,18,Stanadard,Very High,80,1,6 years ,Bad,2,2,2,2
28,No,Travel_Rarely,440,Research & Development,21 years ,3,Medical,221,High,Male,42,High,Entry Level,Research Scientist,Very High,Married,2713,1,No,11,Stanadard,High,80,1,5 years ,Bad,5,2,0,2
57,No,Travel_Rarely,334,Research & Development,24 years ,2,Life Sciences,223,High,Male,83,Very High,Senior Level,Healthcare Representative,Very High,Divorced,9439,3,Yes,16,Stanadard,Medium,80,1,12 years ,Bad,5,3,1,4
27,No,Non-Travel,1450,Research & Development,3 years ,3,Medical,224,High,Male,79,Medium,Entry Level,Research Scientist,High,Divorced,2566,1,Yes,15,Stanadard,Very High,80,1,1 years ,Good,1,1,0,1
50,No,Travel_Rarely,1452,Research & Development,11 years ,3,Life Sciences,226,High,Female,53,High,Director Level,Manager,Medium,Single,19926,3,No,15,Stanadard,Medium,80,0,21 years ,Better,5,4,4,4
41,No,Travel_Rarely,465,Research & Development,14 years ,3,Life Sciences,227,Low,Male,56,High,Entry Level,Research Scientist,High,Divorced,2451,4,No,12,Stanadard,Low,80,1,13 years ,Better,9,8,1,8
30,No,Travel_Rarely,1339,Sales,5 years ,3,Life Sciences,228,Medium,Female,41,High,Senior Level,Sales Executive,Very High,Married,9419,2,No,12,Stanadard,High,80,1,12 years ,Better,10,9,7,4
38,No,Travel_Rarely,702,Sales,1 years ,4,Life Sciences,230,Low,Female,59,Medium,Junior Level,Sales Executive,Very High,Single,8686,4,No,22,High,High,80,0,12 years ,Best,8,3,0,7
32,No,Travel_Rarely,120,Research & Development,6 years ,5,Life Sciences,231,High,Male,43,High,Entry Level,Research Scientist,High,Single,3038,3,No,20,High,Low,80,0,8 years ,Better,5,4,1,4
27,No,Travel_Rarely,1157,Research & Development,17 years ,3,Technical Degree,233,High,Male,51,High,Entry Level,Research Scientist,Medium,Married,3058,0,Yes,16,Stanadard,Very High,80,1,6 years ,Good,5,2,1,1
19,Yes,Travel_Frequently,602,Sales,1 years ,1,Technical Degree,235,High,Female,100,Low,Entry Level,Sales Representative,Low,Single,2325,0,No,21,High,Low,80,0,1 years ,Best,0,0,0,0
36,No,Travel_Frequently,1480,Research & Development,3 years ,2,Medical,238,Very High,Male,30,High,Entry Level,Laboratory Technician,Medium,Single,2088,4,No,12,Stanadard,High,80,0,13 years ,Good,8,7,7,2
30,No,Non-Travel,111,Research & Development,9 years ,3,Medical,239,High,Male,66,High,Junior Level,Laboratory Technician,Low,Divorced,3072,1,No,11,Stanadard,High,80,2,12 years ,Better,12,9,6,10
45,No,Travel_Rarely,1268,Sales,4 years ,2,Life Sciences,240,High,Female,30,High,Junior Level,Sales Executive,Low,Divorced,5006,4,Yes,11,Stanadard,Low,80,1,9 years ,Best,5,4,0,3
56,No,Travel_Rarely,713,Research & Development,8 years ,3,Life Sciences,241,High,Female,67,High,Entry Level,Research Scientist,Low,Divorced,4257,4,Yes,18,Stanadard,High,80,1,19 years ,Better,2,2,2,2
33,No,Travel_Rarely,134,Research & Development,2 years ,3,Life Sciences,242,High,Male,90,High,Entry Level,Research Scientist,Very High,Single,2500,0,No,14,Stanadard,Low,80,0,4 years ,Best,3,1,0,2
19,Yes,Travel_Rarely,303,Research & Development,2 years ,3,Life Sciences,243,Medium,Male,47,Medium,Entry Level,Laboratory Technician,Very High,Single,1102,1,No,22,High,High,80,0,1 years ,Good,1,0,1,0
46,No,Travel_Rarely,526,Sales,1 years ,2,Marketing,244,Medium,Female,92,High,Senior Level,Sales Executive,Low,Divorced,10453,1,No,25,High,High,80,3,24 years ,Better,24,13,15,7
38,No,Travel_Rarely,1380,Research & Development,9 years ,2,Life Sciences,245,High,Female,75,High,Entry Level,Laboratory Technician,Very High,Single,2288,1,No,12,Stanadard,High,80,0,2 years ,Better,2,2,2,1
31,No,Travel_Rarely,140,Research & Development,12 years ,1,Medical,246,High,Female,95,High,Entry Level,Research Scientist,Very High,Married,3929,8,Yes,23,High,High,80,1,7 years ,Better,4,2,0,2
34,No,Travel_Rarely,629,Research & Development,27 years ,2,Medical,247,Very High,Female,95,High,Entry Level,Research Scientist,Medium,Single,2311,2,No,15,Stanadard,Very High,80,0,9 years ,Better,3,2,1,2
41,Yes,Travel_Rarely,1356,Sales,20 years ,2,Marketing,248,Medium,Female,70,High,Entry Level,Sales Representative,Medium,Single,3140,1,Yes,22,High,Very High,80,0,4 years ,Good,4,3,0,2
50,No,Travel_Rarely,328,Research & Development,1 years ,3,Medical,249,High,Male,86,Medium,Entry Level,Laboratory Technician,High,Married,3690,2,No,15,Stanadard,Very High,80,1,5 years ,Good,3,2,0,2
53,No,Travel_Rarely,1084,Research & Development,13 years ,2,Medical,250,Very High,Female,57,Very High,Junior Level,Manufacturing Director,Low,Divorced,4450,1,No,11,Stanadard,High,80,2,5 years ,Better,4,2,1,3
33,No,Travel_Rarely,931,Research & Development,14 years ,3,Medical,252,Very High,Female,72,High,Entry Level,Research Scientist,Medium,Married,2756,1,No,13,Stanadard,Very High,80,1,8 years ,Better,8,7,1,6
40,No,Travel_Rarely,989,Research & Development,4 years ,1,Medical,253,Very High,Female,46,High,Director Level,Manager,High,Married,19033,1,No,14,Stanadard,Medium,80,1,21 years ,Better,20,8,9,9
55,No,Travel_Rarely,692,Research & Development,14 years ,4,Medical,254,High,Male,61,Very High,Director Level,Research Director,Medium,Single,18722,8,No,11,Stanadard,Very High,80,0,36 years ,Better,24,15,2,15
34,No,Travel_Frequently,1069,Research & Development,2 years ,1,Life Sciences,256,Very High,Male,45,Medium,Junior Level,Manufacturing Director,High,Married,9547,1,No,17,Stanadard,High,80,0,10 years ,Good,10,9,1,9
51,No,Travel_Rarely,313,Research & Development,3 years ,3,Medical,258,Very High,Female,98,High,Lead Level,Healthcare Representative,Medium,Single,13734,3,No,18,Stanadard,High,80,0,21 years ,Better,7,7,1,0
52,No,Travel_Rarely,699,Research & Development,1 years ,4,Life Sciences,259,High,Male,65,Medium,Director Level,Manager,High,Married,19999,0,No,14,Stanadard,Low,80,1,34 years ,Better,33,18,11,9
27,No,Travel_Rarely,894,Research & Development,9 years ,3,Medical,260,Very High,Female,99,High,Entry Level,Research Scientist,Medium,Single,2279,1,No,16,Stanadard,Very High,80,0,7 years ,Good,7,7,0,3
35,Yes,Travel_Rarely,556,Research & Development,23 years ,2,Life Sciences,261,Medium,Male,50,Medium,Junior Level,Manufacturing Director,High,Married,5916,3,Yes,13,Stanadard,Low,80,0,8 years ,Better,1,0,0,1
43,No,Non-Travel,1344,Research & Development,7 years ,3,Medical,262,Very High,Male,37,Very High,Entry Level,Research Scientist,Very High,Divorced,2089,4,No,14,Stanadard,Very High,80,3,7 years ,Best,5,4,2,2
45,No,Non-Travel,1195,Research & Development,2 years ,2,Medical,264,Low,Male,65,Medium,Lead Level,Manager,Very High,Married,16792,9,No,23,High,Very High,80,1,22 years ,Better,20,8,11,8
37,No,Travel_Rarely,290,Research & Development,21 years ,3,Life Sciences,267,Medium,Male,65,Very High,Entry Level,Research Scientist,Low,Married,3564,1,Yes,12,Stanadard,Low,80,1,8 years ,Good,8,7,1,7
35,No,Travel_Frequently,138,Research & Development,2 years ,3,Medical,269,Medium,Female,37,High,Junior Level,Laboratory Technician,Medium,Single,4425,5,No,11,Stanadard,Very High,80,0,10 years ,Better,6,2,1,2
42,No,Non-Travel,926,Research & Development,21 years ,2,Medical,270,High,Female,36,High,Junior Level,Manufacturing Director,High,Divorced,5265,2,No,16,Stanadard,Medium,80,1,11 years ,Better,5,3,0,2
38,No,Travel_Rarely,1261,Research & Development,2 years ,4,Life Sciences,271,Very High,Male,88,High,Junior Level,Manufacturing Director,High,Married,6553,9,No,14,Stanadard,Medium,80,0,14 years ,Better,1,0,0,0
38,No,Travel_Rarely,1084,Research & Development,29 years ,3,Technical Degree,273,Very High,Male,54,High,Junior Level,Manufacturing Director,Very High,Married,6261,3,No,18,Stanadard,Low,80,1,9 years ,Bad,7,7,1,7
27,No,Travel_Frequently,472,Research & Development,1 years ,1,Technical Degree,274,High,Male,60,Medium,Junior Level,Manufacturing Director,Low,Married,4298,5,No,19,Stanadard,High,80,1,6 years ,Better,2,2,2,0
49,No,Non-Travel,1002,Research & Development,18 years ,4,Life Sciences,275,Very High,Male,92,High,Junior Level,Manufacturing Director,Very High,Divorced,6804,1,Yes,15,Stanadard,Low,80,2,7 years ,Better,7,7,1,7
34,No,Travel_Frequently,878,Research & Development,10 years ,4,Medical,277,Very High,Male,43,High,Entry Level,Research Scientist,High,Divorced,3815,1,Yes,17,Stanadard,Very High,80,1,5 years ,Best,5,3,2,0
40,No,Travel_Rarely,905,Research & Development,19 years ,2,Medical,281,High,Male,99,High,Junior Level,Laboratory Technician,Very High,Married,2741,8,Yes,15,Stanadard,High,80,1,15 years ,Best,7,2,3,7
38,Yes,Travel_Rarely,1180,Research & Development,29 years ,1,Medical,282,Medium,Male,70,High,Junior Level,Healthcare Representative,Low,Married,6673,7,Yes,19,Stanadard,Medium,80,0,17 years ,Better,1,0,0,0
29,Yes,Travel_Rarely,121,Sales,27 years ,3,Marketing,283,Medium,Female,35,High,Senior Level,Sales Executive,Very High,Married,7639,1,No,22,High,Very High,80,3,10 years ,Good,10,4,1,9
22,No,Travel_Rarely,1136,Research & Development,5 years ,3,Life Sciences,284,Very High,Male,60,Very High,Entry Level,Research Scientist,Medium,Divorced,2328,1,Yes,16,Stanadard,Low,80,1,4 years ,Good,4,2,2,2
36,No,Travel_Frequently,635,Research & Development,18 years ,1,Medical,286,Medium,Female,73,High,Entry Level,Laboratory Technician,Very High,Single,2153,1,No,13,Stanadard,Low,80,0,8 years ,Better,8,1,1,7
40,No,Non-Travel,1151,Research & Development,9 years ,5,Life Sciences,287,Very High,Male,63,Medium,Junior Level,Healthcare Representative,Very High,Married,4876,9,No,14,Stanadard,Very High,80,1,5 years ,Bad,3,2,0,2
46,No,Travel_Rarely,644,Research & Development,1 years ,4,Medical,288,Very High,Male,97,High,Senior Level,Healthcare Representative,Low,Divorced,9396,7,No,16,Stanadard,High,80,1,17 years ,Better,4,2,0,3
32,Yes,Travel_Rarely,1045,Sales,4 years ,4,Medical,291,Very High,Male,32,Low,Senior Level,Sales Executive,Very High,Married,10400,1,No,11,Stanadard,High,80,0,14 years ,Good,14,8,9,8
30,No,Non-Travel,829,Research & Development,1 years ,1,Life Sciences,292,High,Male,88,Medium,Senior Level,Manufacturing Director,High,Single,8474,1,No,22,High,High,80,0,12 years ,Better,11,8,5,8
27,No,Travel_Frequently,1242,Sales,20 years ,3,Life Sciences,293,Very High,Female,90,High,Junior Level,Sales Executive,High,Single,9981,1,No,14,Stanadard,Very High,80,0,7 years ,Better,7,7,0,7
51,No,Travel_Rarely,1469,Research & Development,8 years ,4,Life Sciences,296,Medium,Male,81,Medium,Senior Level,Research Director,Medium,Married,12490,5,No,16,Stanadard,Very High,80,2,16 years ,Bad,10,9,4,7
30,Yes,Travel_Rarely,1005,Research & Development,3 years ,3,Technical Degree,297,Very High,Female,88,High,Entry Level,Research Scientist,Low,Single,2657,5,Yes,11,Stanadard,High,80,0,8 years ,Better,5,2,0,4
41,No,Travel_Rarely,896,Sales,6 years ,3,Life Sciences,298,Very High,Female,75,High,Senior Level,Manager,Very High,Single,13591,3,Yes,18,Stanadard,High,80,0,16 years ,Better,1,0,0,0
30,Yes,Travel_Frequently,334,Sales,26 years ,4,Marketing,299,High,Female,52,Medium,Junior Level,Sales Executive,Low,Single,6696,5,No,15,Stanadard,High,80,0,9 years ,Good,6,3,0,1
29,Yes,Travel_Rarely,992,Research & Development,1 years ,3,Technical Degree,300,High,Male,85,High,Entry Level,Research Scientist,High,Single,2058,0,No,14,Stanadard,Very High,80,0,7 years ,Good,6,2,1,5
45,No,Non-Travel,1052,Sales,6 years ,3,Medical,302,Very High,Female,57,Medium,Senior Level,Sales Executive,Very High,Single,8865,6,No,12,Stanadard,Very High,80,0,23 years ,Better,19,7,12,8
54,No,Travel_Rarely,1147,Sales,3 years ,3,Marketing,303,Very High,Female,52,High,Junior Level,Sales Executive,Low,Married,5940,2,No,14,Stanadard,Very High,80,1,16 years ,Better,6,2,0,5
36,No,Travel_Rarely,1396,Research & Development,5 years ,2,Life Sciences,304,Very High,Male,62,High,Junior Level,Laboratory Technician,Medium,Single,5914,8,No,16,Stanadard,Very High,80,0,16 years ,Best,13,11,3,7
33,No,Travel_Rarely,147,Research & Development,4 years ,4,Medical,305,High,Female,47,Medium,Entry Level,Research Scientist,Medium,Married,2622,6,No,21,High,Very High,80,0,7 years ,Better,3,2,1,1
37,No,Travel_Frequently,663,Research & Development,11 years ,3,Other,306,Medium,Male,47,High,Senior Level,Research Director,Very High,Divorced,12185,1,Yes,14,Stanadard,High,80,3,10 years ,Better,10,8,0,7
38,No,Travel_Rarely,119,Sales,3 years ,3,Life Sciences,307,Low,Male,76,High,Senior Level,Sales Executive,High,Divorced,10609,0,No,12,Stanadard,High,80,2,17 years ,Good,16,10,5,13
31,No,Non-Travel,979,Research & Development,1 years ,4,Medical,308,High,Male,90,Low,Junior Level,Manufacturing Director,High,Married,4345,0,No,12,Stanadard,Very High,80,1,6 years ,Better,5,4,1,4
59,No,Travel_Rarely,142,Research & Development,3 years ,3,Life Sciences,309,High,Male,70,Medium,Entry Level,Research Scientist,Very High,Married,2177,3,No,17,Stanadard,Low,80,1,7 years ,Better,1,0,0,0
